CustomerID,ProductID,AccountID
024d4193-ba3a-48bb-a61d-2e9a9dde36ab,b7a3255b-4bb1-4b1c-a2c6-ddd6de39c480,c2eac4ae-7468-4519-8a94-15110f0a2d98,3856065c-3b64-4f12-922d-9e50412e2cb9
53f5fac8-3207-4632-b83a-a0e761999e51,5976cf4f-1d33-4488-96db-38cfde4ce14b,a15ceb90-6588-474f-9927-b481eb1045e9,b5faeb49-12e8-4425-885a-f566de7528bd
2ab71aa0-5607-44c9-822d-aa5f598a45e0,86b008ab-717e-46c4-94de-d4dfe14962dc,d4bc235e-0631-43b6-ac0e-28246fc2c87b,e3103153-f8d4-42eb-9b05-631d3b4ca35d
c340afc8-efaa-4355-836e-dda893a2fa6c,62830d0d-df59-45c2-b096-1a8c7377e89d,145a1abe-520c-41c4-9238-421d499fc849,cf26603d-96ed-4564-8655-edc1f04911b4
f85652d6-c1cd-4453-acd7-0e51d810a174,d6690f31-4bd6-4dae-8a82-c874f391e6ac,3a0b5c9c-16dd-40d5-85a9-239a3afed492,10194d90-6d96-4aaa-936f-d71873b0142a
48812158-bec9-4965-b616-46db01df6e11,c1b95d5d-d4c2-4ead-bf4b-6cf45ee7d67d,988ca994-60bb-4afa-9cf9-336b01aaacc4,b9ed9de4-43f3-4e0d-8894-15f3e972fa11
ad40e8ec-b1e0-4d3e-aa57-a423a8ad5f13,757e9814-9f10-481b-9fc8-d2e3d0dc0c32,ddb86c9e-ef5d-4ca3-88d4-acf7f391a460,76c9b42e-6430-483b-9114-10a697ee60c5
b750963e-4d8c-4008-95d8-d4bd0b08703d,9e070841-ca76-4262-8da1-f8e213cda475,07f918b5-1335-470a-912f-b849b4fc1ee9,0a18c0fa-9196-48d4-b5dd-66ea274cdbfd
d51a2b5c-d07d-4ab2-ac81-3304d29e19ff,eeb19f39-1bc1-4da6-8b2e-f6c4b2030867,6c554313-5df5-4bb2-8175-738fe58f4997,bae369cf-4bb3-40e8-9aa7-ad8e286c4320
1819fa99-95bc-4722-9055-e6f9c11aef19,60845dae-b768-4f5e-a877-88ea485323c0,91b47e1f-4157-4a45-8c80-2440ecd62e70,ebd9e38a-c255-4492-85a3-9962538b7c5f
cfcb8873-2e87-4de8-b6bf-9fb151042104,d7177c21-c2c4-43af-a9e6-942c84e2ba57,f716704d-2da2-48e3-91d6-bb515b823d2e,d01cbb93-918c-4681-8d70-171cc971617a
c30d5c53-af97-4c05-b95d-952c210c0628,9e070841-ca76-4262-8da1-f8e213cda475,dbf5b7d6-b733-43d5-a40b-ca1003f32dc8,a336f996-f585-41ba-b61d-9f520cbdbf2d
e58fb224-edaa-45c3-93b6-f3ef701af7aa,5976cf4f-1d33-4488-96db-38cfde4ce14b,d1e1dbc2-8b96-472f-ab2a-d8aa5cd84b8f,39c79403-b736-433c-9d61-e4f858735e0f
fa6413a7-b568-4342-b6bb-58866d67cb68,9e070841-ca76-4262-8da1-f8e213cda475,bde8c8f3-8d28-49ee-8ec1-8c1130ff8253,748d0c3a-3bbb-4eaa-b4c8-302d1caf04f3
8d0d15a7-725c-4072-8490-89f09e03ff17,742ed9ad-8225-4cbd-ac7a-2d3ba1c07608,9c5c0b86-9f34-4c3a-94ca-f6050300d0f2,71458f60-3656-4ed9-87b7-fc3f1ba09097
3d050529-9ba9-4de7-9995-f227e44eda3a,3f4272b1-9e4b-4b6b-bc57-ab7bac242d00,6445b611-baf1-4339-9deb-dcb7c09490a2,b6b1afa4-2b84-45a4-afb1-b02acc9d5685
83287405-815d-48ad-863d-c5a0f4ea13cf,99a182aa-71b2-4e61-ba4b-c5857da55c50,cc5cafab-0534-4ae0-b5f5-dff7c15d1add,43431743-81d4-428e-b305-3f25326c871d
09774bf8-b95b-4b1e-831a-4b7df25f7d25,9e070841-ca76-4262-8da1-f8e213cda475,22cde29e-50e7-46b0-9f6b-ed5065641d85,29151df7-e8ad-436f-83f4-9cd2c18a64f6
93cd175a-8fd6-4cde-829b-e5f1169ce6d7,802568e4-1fca-45c6-b879-61e60bba0ca3,7b5ac8a5-e23b-4466-9def-27697a858530,e14ff879-f9bf-400e-829e-942ff10100a8
846be242-ebfa-4c21-8825-5dc4c7e0969f,99a182aa-71b2-4e61-ba4b-c5857da55c50,48c8230c-9c50-43a3-a811-abeb1e11dcfa,5a864920-f204-4fb9-9123-f01c60af8316
ac94e8cc-cbf5-4946-a6c7-63c806ad4c45,8edab4d4-9392-40f3-afd5-0983143a195d,1a3441ce-be91-4444-9805-017ee5157c50,b7d3d729-1c53-4637-af6a-3ca72e765a90
8090dcac-8ac8-4d46-9696-c508780d3585,d7177c21-c2c4-43af-a9e6-942c84e2ba57,56151d64-4dd8-4969-9c33-6cffb412ae4c,9d9f7c94-b5e7-4002-b63e-1e69f0a4238b
e1c4ea97-0095-40c9-84f6-646dd5015ecd,42fd42ed-cba2-470c-b3dd-b39585af5c3f,72ec86e7-1971-49f9-bf49-d094bb00747c,13fbb419-6299-4336-934b-2fb68f161190
39ebb454-06ed-4ed1-b60b-f000dfdb1290,5976cf4f-1d33-4488-96db-38cfde4ce14b,b639161f-21b8-42bf-84b9-77ea94cb7e44,4d8bdd5e-9dc9-43f2-ab11-4ab7a1c1734d
99d483fc-1304-43e1-91eb-f593615a836f,decae0d3-1b84-40d0-9813-7eeffa8bf7e0,9e031ab5-37e9-4322-b74c-4fb4532b31d7,9b894a5f-a2fa-4dfe-8d67-06b3e5474068
5d1f7e7f-26c4-444b-9393-2f1631b81175,7bdcd362-431c-42e7-8d15-3f7a51b9e800,0c3f63a3-ec1a-4419-ae42-983848bff84e,a621683b-1838-4b6b-a86e-5a32d08a45ed
6f36fa27-784b-4eaa-afeb-4726393e1967,b7a3255b-4bb1-4b1c-a2c6-ddd6de39c480,bbeaaccb-cdbe-4107-947f-3cb783115403,22f703ef-ac2b-4567-b960-833ffe3b4cd4
0b1421a0-711d-460c-8907-d2322856bbb2,5a906c6e-1186-435e-8c89-acb09ebdf213,77be1ca7-ca12-4c0f-8009-c80db06908de,b98b7792-479c-4e7d-aa5d-55bb78e6b1b1
7ef63a43-61c5-4a83-ac6f-b05d588884bc,9e070841-ca76-4262-8da1-f8e213cda475,3b018dc7-8bca-48be-8688-f8f24b5e4ee0,160884d7-2adf-48ad-bff3-e5c81b4ae0cb
394f5537-f3eb-44d5-99ec-efbcfa67645b,62830d0d-df59-45c2-b096-1a8c7377e89d,e98dbae9-b76a-456c-9d49-9f759f468f11,e7156d98-6efa-43ec-aab9-5f26b2aeaa34
b359344d-40c4-4f4b-81f2-449d1f0f7f18,742ed9ad-8225-4cbd-ac7a-2d3ba1c07608,523fa95d-60a5-4517-88cb-bf862b4454c9,7edcdae0-8a86-4d4a-b67e-f3c487fbc076
376061b7-66c5-4250-9e7f-7fa328e49049,0879edf7-c108-42db-bd74-aa4e40b80ec1,1506d3df-daff-4e6d-b21d-245cb9530536,45f6c74c-ab5a-45b2-92bb-ebc76a957424
393d333a-cc1e-4505-9a17-392d9f975c8d,0879edf7-c108-42db-bd74-aa4e40b80ec1,50215997-d4ab-4329-9ad7-1f0bb0857494,229d320f-1fb2-4096-b526-05e5fed4e104
61e68509-ea5b-49ee-ae4a-1248ab7121f0,4a2e4117-b64e-455b-88f1-2f97f3eee8cf,4157caab-54b2-4ba9-9ff7-671643eb94b8,15390a08-beea-44fb-b30a-f5f2b4671d81
94d707e6-5a72-4fde-8862-57d0fff72cee,62830d0d-df59-45c2-b096-1a8c7377e89d,977f5f3e-1f33-4dfc-94c0-0078a80377ae,66646c3e-afe9-421e-9f72-adb7c5c08717
f0f7bded-97b0-4867-ba6d-7e68b341cf89,8bf81419-fab1-486f-8d07-3292e69de5bb,ecd84eaa-a7b9-4a45-a7e5-65091c555885,5c8ff7c7-142f-4af9-be84-96dee7f5639e
601d37b6-d174-4de9-adf5-1946e234956f,42fd42ed-cba2-470c-b3dd-b39585af5c3f,7cd94ca2-f683-4c2d-afd4-c60f6f7b0b1f,a35da3db-641e-4123-a971-e022ec538387
d69bc7a1-6b15-4da9-b4af-f68d372d5b69,b55eeb16-c15c-4cdd-9c71-bb76a323d47f,fc65343e-d69d-4e30-b6d4-c85be4656ec8,6c060c9d-4dc1-4a97-9b18-f47babfd0a89
a2a77723-4139-4810-8aec-44712a11bfc2,b7a3255b-4bb1-4b1c-a2c6-ddd6de39c480,b1f58f52-991e-435f-a523-c27a54b7f7c4,ea94a443-b691-40e8-a1cc-6cad0fd8eb7c
80a4d13f-61b4-4a53-92ed-8e081d30dbb6,9e070841-ca76-4262-8da1-f8e213cda475,dfaae02a-1879-427e-8784-f8f27acdf203,942fdafb-8efd-4fe4-a126-cf92784344a6
e1e06ce2-38a2-49c2-b78d-d78aafd8ae7f,99a182aa-71b2-4e61-ba4b-c5857da55c50,41f41f70-de4d-43bd-98ea-25a68fea4d42,6c4b3e78-1d11-4d69-8e74-83a4c41e7117
8c03cb02-37c1-4873-a383-fd32a5695dc6,4a2e4117-b64e-455b-88f1-2f97f3eee8cf,857edd42-0ace-45b4-8bf5-73a82f106c5b,4baf05ad-23e8-4558-840b-e50bae87ad72
85eaa890-2312-4025-ad08-f6282bc6f069,8d350865-145b-4c1b-a03d-8163b2021d55,e767f6be-a74b-4985-987f-5526e4955c15,099771a7-341a-41de-9463-53a6a2fa3c7b
1e2614ae-79cb-4c0f-b824-96777cf5ab42,decae0d3-1b84-40d0-9813-7eeffa8bf7e0,d39438e1-1f25-4a5b-955e-033d2fc95b8b,c10a655f-3f61-4bbf-8c2c-1f342ef92bcb
e1254294-33f0-4b39-8068-4f2c16b481c3,d366ab1f-8516-4a33-92f3-943f31579c7f,5df72796-9fce-459a-bb78-8e4a1df599fd,fedfa24b-0fd4-4a7e-9c1f-5c6e168e7094
83d96fbd-e5cc-411a-a286-9762891081d6,a1d62d0d-51f5-4c89-be79-69f854dd6e22,e01c4edb-d806-4cf7-8ed5-3ef219dbe62a,c308dd2c-ef31-4cfe-9e17-2a5e8c301645
f3156eca-ed7d-4eb6-9c41-7d3cf85f51fe,4a2e4117-b64e-455b-88f1-2f97f3eee8cf,426814f5-a13a-40c9-89a2-31ba4fa2ee06,1f395334-12d6-42b4-a9cc-564736fb27bf
e9bb8703-7dff-4e8a-ae04-32b78bb8b170,86b008ab-717e-46c4-94de-d4dfe14962dc,e5d7f41f-7939-45e6-8af6-d455a2a7718a,a8b6b653-7c6b-4300-ad3d-f5b1157312b0
a68d475a-3190-4e40-aaa6-43f035a1e898,18a8e552-3e79-4f38-aabc-65f99551d567,0f71b1aa-bd47-4031-bfbd-c84fb4c17f37,a8f7de29-85fe-4a2d-8a49-c61547738cea
e3283472-2d29-4ffd-989e-c673c21665c0,46985e01-848e-46f4-bab0-93cc7be0ef6a,cc0b2f5b-9569-4cc9-8aa1-fc37eae35790,d8e89dca-d92b-4eea-a17b-37917818415c
93c9bb8a-9cc4-43fb-9f6f-7918f82f31a4,7bdcd362-431c-42e7-8d15-3f7a51b9e800,825e4e67-751c-4e03-b179-ef247f418653,01c2e2c0-9ea5-465f-95f6-d8a00d11bb2e
f36e2235-5a19-48d9-a06e-577e3183aa75,62830d0d-df59-45c2-b096-1a8c7377e89d,2243e7cd-0ebc-41bf-86f6-7da8200d8e7b,a0ee2d5f-0a51-4555-a83b-1b825c5399ac
cf7b63b5-634a-4d0a-8304-d2d8e1f2f007,decae0d3-1b84-40d0-9813-7eeffa8bf7e0,5301c9f2-a719-4d65-b018-3f4c69c4cad6,f63c8916-bbab-492b-9dd5-b446f5e2e195
7b9153b7-46d7-4c41-9686-6b8f2cd832e2,8d350865-145b-4c1b-a03d-8163b2021d55,4a403543-3f9d-43fb-8a8b-3c88c63978bf,8df8a090-43de-4e7b-ace2-c67cb4bb677c
c781f4b0-cb98-41d7-9c5b-45441b1e8f6c,ae8d15f0-0ccb-4a08-8ce8-5fc1a68188d5,3a3f1ff9-afd5-4d50-aebd-38ca5e38b73a,7edf65ea-2870-407e-9f01-b77a7396a064
71eb5afc-814f-434f-93d9-74ae01b24758,c1ab7166-f847-45e7-998c-f64397c5b3fa,2f8b94ae-6dbc-4c9d-990c-2d399f0aa011,086ea890-46a3-46bf-9a4d-4fc0c1b0af74
1e44cae7-1075-42db-99d3-1f8e14d6a973,18a8e552-3e79-4f38-aabc-65f99551d567,f8f6a187-4ce0-421c-b2ea-24931480d5db,bf40b52a-1002-43fa-9691-9e8bb3828ff3
d468ee6e-3f1e-48f7-a407-e70530de090c,757e9814-9f10-481b-9fc8-d2e3d0dc0c32,c73224b8-cc32-47ed-88a1-fa07a06becfd,fd18fbe6-c8ae-41ae-943f-d4d88d02bb11
d603634a-114a-4261-8047-a313e0f851d4,8edab4d4-9392-40f3-afd5-0983143a195d,c2c82790-88b8-433c-b05b-5420396d7b3d,47e84fff-23ef-43cd-998b-451cb96b4b0e
94fd9a3e-7c80-4b46-8fd1-c489c00ffebb,b288a18e-3a85-46a0-97c9-a66c298900bb,68e3156d-386d-4e57-83dd-dd3609badb9a,f649704b-cfdb-4ab2-a6e8-8ad96cdda2e1
2685ba2e-66ed-445f-971d-55201655a31c,85046dc2-7b33-47fc-8633-7d0a2cf8a4de,8af02f20-ba7d-4a26-a44b-8e31fc7dcb84,ccad3af3-8cb3-4e69-b797-7f94d4b8c8ac
dd11648f-b560-48f5-aa60-2155ddef2f94,62830d0d-df59-45c2-b096-1a8c7377e89d,77bc48a8-4396-411d-936a-b4ab9c5eaa75,3a589a2f-0c6e-45f2-8db9-6c1c007e699e
15030005-ce40-4475-9926-e9bc5ce4e30f,d9e6c51d-e927-4464-91ac-ef53ec1e4565,37066dd7-a4e1-429d-b594-add20c23d99d,0c15ef47-5e0e-43ef-9927-f1990501c979
87a13006-a7ab-436b-bc18-90e9a226ddd3,5a906c6e-1186-435e-8c89-acb09ebdf213,f249ca8e-329a-4018-9949-c961500e5e26,2b3d2f62-5621-4938-8291-fd4c76c267c0
94031c7d-d954-4fc4-ba97-6b03ce2ebf14,9e070841-ca76-4262-8da1-f8e213cda475,75adb758-7dae-48f2-8b91-1c0773771d75,ad39e7b5-6f1c-4b44-a5b4-1febfa2c1a8a
d1f1ba12-293b-4914-b66c-8001a2bd1207,f1917d3d-ef5b-4cf1-8e6e-2744a92edf4a,a9cee181-71c3-4acd-8fbb-2aa930149d29,c28a7b4c-6ab4-458d-bcdc-5cb2f54fea6c
5fb1b311-5fb8-411c-92db-5653dd5dd051,0dc27d7d-7b90-4b8a-9728-003355322d19,1f143b48-dc9b-42b6-9232-e127cccacc6c,f5b6c34c-f41d-42c4-a841-43631386903e
103c6ca6-166d-47e2-9ed6-9f6b8c8c6167,8d350865-145b-4c1b-a03d-8163b2021d55,4a4b50c6-d41f-46d7-b31c-03515a67fe3b,9e66b20c-01a9-4d46-8bfb-1c2e62752b01
6b90cf7e-7f8d-4514-992e-47bd7b86f3a8,62830d0d-df59-45c2-b096-1a8c7377e89d,ae38d6b9-0ff8-4573-91b4-aee794610bf9,966f0b1c-4217-4aa1-b9f2-453ce88487d9
64307800-55d4-45ef-862a-1fb0da00cddb,4a2e4117-b64e-455b-88f1-2f97f3eee8cf,d3607653-1619-4e69-92a2-92d801a02f7f,7323d426-46a8-448c-98ae-821b779833fd
ce96e835-645e-4cf5-9c7c-2b08ae15e285,742ed9ad-8225-4cbd-ac7a-2d3ba1c07608,1a98bd44-3058-402d-8068-7dfbf7ae69e8,f876c985-49e3-4168-943b-b5963d6c1e7e
0726da5d-bc85-419d-864d-f99704d5f31a,b288a18e-3a85-46a0-97c9-a66c298900bb,6f6b0804-5dc9-4b3d-873f-00b8a89299f1,c9b2dd88-c85f-4789-a6e4-7f09bf1852a8
63f20d2e-e6b5-407b-bf07-d7a1fe5abd30,7f2a3f8d-8018-426e-96bb-75852b775006,8711ff9a-6c3c-43b1-8130-7759906a3f88,161e3452-0f17-47fc-b7fe-682f5e9e34d8
7662bfea-9bce-4984-919e-7d232b4623d6,b7a3255b-4bb1-4b1c-a2c6-ddd6de39c480,0da4270f-ca1f-4140-b61c-a6f6b3263505,0c04b6ed-a27d-4d56-9134-140ab33a4f60
c558b195-f531-443e-87e3-66920725ca23,d6690f31-4bd6-4dae-8a82-c874f391e6ac,3f0fed6e-cecf-4092-b1e6-6406b2b3b77a,da181c0d-775e-481e-b697-6c73a07ae887
4580e823-faf8-4eb4-800c-5e4237e4b39c,742ed9ad-8225-4cbd-ac7a-2d3ba1c07608,4d51d17b-06bd-4662-bd20-1fc7c100a934,16233ac1-33f2-43e1-baf5-8c1905e08b2f
6434a853-a54b-438f-88bb-fbfcbca5cb7f,15f79eae-653c-4596-a1d9-9391daed2e8e,3a1f91f7-0110-4a8a-88f3-f7dd171342cc,ffac1817-2fc3-4f73-b705-18d086342b53
caa6c57d-b70c-4109-b64c-1a1228b063d3,ae8d15f0-0ccb-4a08-8ce8-5fc1a68188d5,622626d2-606d-49ea-ac86-f1af63318bb2,791b29dd-f056-433f-b5f7-e69d17c03dee
8674c0b1-0fab-45af-8092-4c3dc0a68762,d7177c21-c2c4-43af-a9e6-942c84e2ba57,41868c77-f536-4cc5-829c-25e650418d9e,9f7e54e9-2fbd-4ae0-93ef-ac3d84001d49
49514cc2-fecc-48aa-b4de-1b83b4f5cd82,7bdcd362-431c-42e7-8d15-3f7a51b9e800,cc52f8de-9a0b-494f-b6ab-45fe5bf33992,87bc07ed-1a49-42ab-ba0b-1c59209b2528
0cfbbbbe-2986-4433-bcf0-659233bf8d3b,9e070841-ca76-4262-8da1-f8e213cda475,e10722df-384a-47f2-b703-eee0c0805227,f1a4aaea-7d29-472e-9481-91351b033116
53c464c2-17bb-4b8a-9ae6-f85cb458854e,1e9afa46-1175-4e98-84e4-d896a467e123,7418e3c1-5c1b-489c-9371-418b0ec63506,dcbb8101-144f-4943-a77e-977365d0601d
66cbec90-521e-4a79-ac05-0c18961e2466,8bf81419-fab1-486f-8d07-3292e69de5bb,2935def6-3eb9-47ec-9a52-2f2640492bbd,172bfa57-ddb2-478f-b3dc-5c71cd4638ea
470e53ac-f6aa-4721-a4fb-535872053834,42fd42ed-cba2-470c-b3dd-b39585af5c3f,bbcc1bf5-4495-4060-88e0-f132db207a1c,37407627-46b2-4353-84a3-c427537082f0
2a91158a-958e-42bf-adaf-55b9c3e1dcc0,5976cf4f-1d33-4488-96db-38cfde4ce14b,66ad0931-2131-4539-b3ed-e71f4d88b264,83522183-f575-4cf2-b748-6ff74df1797c
d94737a3-28cc-451d-ab14-ed53aad52174,decae0d3-1b84-40d0-9813-7eeffa8bf7e0,7ac7ee7a-292e-478d-9263-f69f40e2960a,8e1e09b3-7fea-449e-8182-d79d2ad4a652
ec4072c4-c7a5-4cb8-99d5-12d4a103bee7,b7a3255b-4bb1-4b1c-a2c6-ddd6de39c480,13533a49-b7f5-482b-bfaa-f64075738e38,5d5438ed-fd2c-4eea-b300-e60e7b00eb40
6c786e45-997c-4ef0-9a46-3960c24ce3aa,d9e6c51d-e927-4464-91ac-ef53ec1e4565,acc061c3-75dd-42fb-9c14-c9b1255eb6c3,87b32eac-3daf-46c2-9411-d1c4075eb1bc
10405b8c-9154-449f-a0cc-2f7ed065c22d,62830d0d-df59-45c2-b096-1a8c7377e89d,74f3224f-272d-43a2-8858-83f4b8614749,e4190439-cd8d-4ef4-8a6d-255843fe7e4a
bb1e8835-da9f-4e53-b93f-4c22a634bd81,46985e01-848e-46f4-bab0-93cc7be0ef6a,9ca47c89-f3c2-4382-a63a-5812a4061cf6,fc2485e0-4c8f-4795-8880-03cecc529a76
6e6a1fbf-6451-46f1-9286-a4cf386c2339,15f79eae-653c-4596-a1d9-9391daed2e8e,fd57e7d9-e331-4cbd-9767-4e0e591d5af4,76f06f27-fa37-446b-aff8-6e031ed7cc7b
f8d70169-177b-492d-b5cf-a2b5a5be0b53,0dc27d7d-7b90-4b8a-9728-003355322d19,526739b6-3385-44ba-84ea-2adb648c55ff,06da0c90-2ff4-40e4-9bb7-0401d2987d2e
5ada9db1-7c08-4b01-b3ab-4e47bce3b65b,8bf81419-fab1-486f-8d07-3292e69de5bb,fc275fc1-89c1-464e-a835-c4d530e4a22e,0a9aa333-c117-4f08-8a42-36bc7014a6f0
4924ed86-0f74-44f6-8cac-266842d1ae8a,b55eeb16-c15c-4cdd-9c71-bb76a323d47f,9c6bead1-043c-4a72-abb9-9f935a5c44a8,f00cc5a0-38fd-416d-94cd-15613fc1549a
28896ffc-2142-4b2b-87d4-64f520ff75fd,757e9814-9f10-481b-9fc8-d2e3d0dc0c32,929b27f4-3310-4269-8eef-623069ce28ef,2dd77dc5-1f6e-48d9-9d5d-c459d1624b84
77748bd7-2a30-4c58-bbee-a20883377fd0,85046dc2-7b33-47fc-8633-7d0a2cf8a4de,8c691782-9509-400b-bfd6-fb7d33b5521b,dff37a25-eaa2-4cb9-ba69-ba842421e5f3
aa8491fe-6de1-4ca5-ab99-9c990018f5fb,757e9814-9f10-481b-9fc8-d2e3d0dc0c32,7fbf240b-a693-4049-a594-0ea53872af4d,fbd815df-00dd-4b47-9537-dc70837e82de
b1447735-1da9-47ef-8879-79064ffa50da,452f3f8a-bd4e-4b05-9330-6442d10880bb,b6717d42-5120-411b-93be-1f05044a671c,854fde53-4135-4e78-b0d3-823af50b2ff5
2af6367b-d7f6-493c-ab6c-05ce56690f77,7f2a3f8d-8018-426e-96bb-75852b775006,c0ca7fac-6ab8-4e24-8cc8-df52b355dae7,43cd00a7-d177-46e1-a844-e71037eaa569
515d7a34-d9e0-49b9-8134-cc0357256809,5ae6c5b0-16c0-4d23-b1f1-d91d69165632,586d2d10-fc26-4ef0-8e19-03974d9f68ad,dba6a636-5a7d-471c-ad20-274f46117c95
3f9eef56-3f84-42ae-a4fc-24b0a0ed0138,2b3ce2fb-cc78-4542-9eda-85249f70e339,02f2dd8e-f27c-44ce-a71f-dc9e966237b3,c50a1c14-8ac9-4bb5-8c6f-377bd587e58e
ac1e0620-8e15-4926-85c4-9b72621fc8cd,15f79eae-653c-4596-a1d9-9391daed2e8e,d59d090c-3c62-47e0-b5f7-69e4efaa252a,04738466-e1be-4cc0-aa55-b584c1de02db
269bd53a-e760-491c-b0c4-6b6e257bd4d0,8bf81419-fab1-486f-8d07-3292e69de5bb,bbbab788-d4ed-47b8-a32b-447cd197e8f8,86be43bd-5aa5-45a7-aa5b-34fa775ba017
910bb3f1-c926-4c12-b89c-1c0ec7187503,0879edf7-c108-42db-bd74-aa4e40b80ec1,6dd715c0-8464-4307-810d-c5b24a412c5a,c11480ad-11a1-4081-81e4-68a327a7c5ab
d56768d4-3738-4344-afaf-bd18c037d82c,b7a3255b-4bb1-4b1c-a2c6-ddd6de39c480,99f9d160-08eb-4551-8d76-c913e486a7ce,7dcded74-6678-4e60-8b67-fea7b4f66930
f3c04ffa-061a-42e9-8068-a3a41e655197,2b3ce2fb-cc78-4542-9eda-85249f70e339,4a6b6560-bf43-4e59-8beb-f547acc91f09,486140a5-e0f3-4b70-ab9d-b20f45e9821f
57bbea86-b07c-4861-9fe9-bda44fc68955,6eaf930b-13e5-47ef-bee0-dbd2a03b99b6,158f3d2d-1913-4933-8814-9bfbcfa73c40,5761470f-672a-44c1-9246-7b96e3e80b92
01f72216-f62a-4910-83a7-73dbef7e7f9c,d7177c21-c2c4-43af-a9e6-942c84e2ba57,fe33560a-dbeb-4dd6-b096-223f4cf616d8,6655c029-acb0-48fa-8aff-9bee4fc532b2
858c929a-67af-4805-b765-d02824904eaf,3f4272b1-9e4b-4b6b-bc57-ab7bac242d00,dd42ac13-c800-4561-8c31-3550f05508b1,b9905243-5a26-43cc-b893-4c50bd89fd3a
3ad53d10-0c2c-4537-b5f7-27387c9f45aa,eeb19f39-1bc1-4da6-8b2e-f6c4b2030867,2cf9096b-3b04-47f2-8d23-d4bba38c738e,edfc68f9-010d-4e3c-beef-c96ae8e454b2
d614bd1c-eb8b-4f27-ae79-11eaa1e76b1c,452f3f8a-bd4e-4b05-9330-6442d10880bb,dd7c0e53-062f-41ad-b403-b93bf4c3dee5,0727bdb2-70e9-473d-ba68-1a7677c63db6
3f40212a-06d6-42c7-9ef6-72e565e3b88e,42fd42ed-cba2-470c-b3dd-b39585af5c3f,81950d1a-7c86-4049-a0d6-462b76f8f4b8,5a4d2a1f-77bc-44eb-8b9c-67d10f962a97
4842c17b-e8c7-42a0-a573-4c97d523a12f,d7177c21-c2c4-43af-a9e6-942c84e2ba57,a8735d3a-975a-4c6a-bb12-5ac68772f8b0,d73b910d-042b-4410-837f-70c61325f57d
324b65f7-b841-48be-8b5f-91d3e3510d51,46985e01-848e-46f4-bab0-93cc7be0ef6a,404ae8ed-849f-408b-90cb-457f4235d03b,0d84932a-a0e9-4c6c-ad8a-a7a41356f337
ab1552c0-8e14-4d57-bab1-20fcfcd6fc42,a5c9f35e-2803-4252-91e3-4d8780b3976c,8c25c83f-7ae8-44ad-9335-ca30636d7898,2a4623c2-417f-4dd0-8e8c-9069cd96b127
ce31e222-d1df-401a-9ee7-7a666c268ac4,5a906c6e-1186-435e-8c89-acb09ebdf213,e4c3cdde-5b2d-4d8f-90a2-7cced7289008,5dd7d947-597c-4282-aa37-9dafa2f5b7e6
abea7984-84f0-4c59-8b4b-98daad068a91,0879edf7-c108-42db-bd74-aa4e40b80ec1,103291c9-1a53-4749-9925-90bb4c72620d,968394f1-c7f3-4b67-abdf-6856783404c1
